pagename,birthdate
hiroto_Tateno,1970-01-01
rob-wiz,1970-01-01
robdab,1970-01-01
ma_Jianan,1999-10-06
ryb,1970-01-01
ryujehong,1991-09-05
rzd,1970-01-01
s9mm,2002-09-11
sHockWave,2000-07-25
sab,1970-01-01
li_Xiaoping,1999-05-16
san_alex,1993-12-20
zhao_Xu,1998-06-29
toya_Hamatani,1970-01-01
shubil,1999-09-22
zheng_Yangjie,2002-10-22
silkthread,1999-01-09
sinatraa,2000-03-18
skewed,2001-01-11
skipjack,1970-01-01
skulp,1970-01-01
sleepy,1998-09-16
smileabel,1970-01-01
smurf,2000-03-12
snillo,2000-03-02
sonairo,2000-10-04
soulive,1970-01-01
sowhat,1994-09-25
spOh,1970-01-01
spackle,1970-01-01
spideragony,1970-01-01
sprEEEzy,1970-01-01
sstarb0i,1999-09-21
starky,1998-02-16
steel,1970-01-01
stefan,1970-01-01
super,2000-03-28
suz,1970-01-01
sycknesS,1970-01-01
t3lle,1970-01-01
tails,1970-01-01
taki,1993-10-03
qiu_Tianyi,1998-06-18
ten,2001-10-19
liu_Pengcheng,1970-01-01
termo,1970-01-01
thebigone,1970-01-01
thk,2002-10-28
fan_Zi,1997-06-14
tobi,1994-02-26
tomzeY,1970-01-01
tonder,1988-11-05
torkTJO,1970-01-01
train,1970-01-01
twidi,1970-01-01
uNFixed,1970-01-01
uNKOE,1995-12-24
fang_Chao,1995-07-03
ultimawep,1970-01-01
vKei,2002-08-13
valen,1970-01-01
vallutaja,1970-01-01
vee,1970-01-01
xu_Jinwen,2002-06-15
vigilante,2004-07-01
huang_Chuyin,1997-07-08
vowels,1998-04-11
waffletastic,1970-01-01
wings_(Brazilian_player),1970-01-01
wings_(Korean_coach),1996-10-28
winiking,1970-01-01
winz,1987-06-13
wo1f,1970-01-01
wub,2001-04-12
xHM,2001-07-14
xQc,1995-11-12
xRavaged,2000-03-04
xRetzi,1970-01-01
xbg,1970-01-01
xepheR,1996-09-15
xfel,1999-10-09
zhang_Jihang,1997-01-09
li_Haibo,1994-07-14
yeHHH,1992-05-14
yeah,1989-03-23
ythnk,1970-01-01
jiang_Yuelong,2000-06-19
yuris,1970-01-01
zObi,1993-06-07
zPanthr,2002-04-14
zYKK,2001-04-24
zappis,1989-12-03
zelgadiss,1970-01-01
zet,1970-01-01
zhong_Chenghao,1997-12-04
zombs,1970-01-01
ztPp,1995-11-01
zhao_Haixin,1970-01-01
zza,1970-01-01
hydro,2005-09-23
ślepajstos,1970-01-01
roku6935,1996-09-13
